id,nombre
1,B1
2,M1
3,B2
4,M3
5,M2
6,B3
7,B4
8,M2P
9,M4
10,I1
11,I2
12,I3
13,M7
15,I4
16,I6
17,I7
18,A1
19,A4
20,A5
21,A6
22,A7
23,A8
24,A9
25,I8
26,I9
27,A2
28,A3
29,M6
30,I5
