id,nombre
2,CS221
7,MAT267
25,AG
29,ED2
3,CSC207
1,MAT171
33,ED3
4,CS552
34,II
35,OAD
10,CS475
8,CSC140
40,EP
21,CSC301
18,CS169
13,RUSTY1
45,LC
24,CSCI136
47,MAC
16,215
17,FIT3063
11,UH-AI
9,CS475
14,NNSUIPP
12,CWRU
6,CS175
23,CSMP
30,CS5
