ID,REL
6,1
8,2
11,3
11,8
9,4
9,5
10,3
10,6
14,9
16,6
16,12
13,8
20,10
7,1
7,4
7,5
18,10
18,11
17,6
17,16
12,3
12,8
15,10
15,11
15,12
18,11
24,10
19,15
19,13
23,19
25,12
36,10
36,15
