id,nombre
1,cs101
2,cal1
3,cs102I
4,cs115
5,cal2
6,sc1
7,cs103i
8,cs120
9,sc2
10,ps
11,cs210
12,cs220
13,am
14,cs225
15,cs280
16,cs230
17,cs262
18,cs290
19,cs115
20,cn1(e)
21,cs302(a)
22,cs270T
23,CS307(a)
24,CS340
25,GV11(e)
26,CS306
27,cs222
28,cs250
29,cs260
30,IM10(e)
