ID,REL
10,6
12,7
13,9
14,9
14,10
15,10
16,12
17,12
18,12
20,13
20,14
21,15
22,11
23,16
223,17
25,19
26,20
27,21
29,24
31,25
31,23
32,26
32,25
33,26
33,22
36,31
37,31
40,33
41,27
42,30
43,36
44,38
45,41
46,44
