ID,REL
32,29
3,2
33,31
34,31
34,32
35,32
10,3
21,3
24,3
5,33
5,34
4,10
15,7
37,10
37,21
6,21
12,4
13,4
24,21
22,19
22,37
11,39
11,15
14,13
23,22
9,12
