id,nombre
1,ca1
2,aal
3,cal2
4,fis1
5,q1
6,cal3
7,pa1
8,ts
9,e2
10,sed
11,md
12,apo
13,mn
14,pm
15,fis2
16,bd
17,daa
18,edd
19,asi
20,ms
21,aq
22,lc
23,bid
24,cv
25,ds
26,io
27,rta
28,so
29,ih
30,in
31,dsw
32,fwp
33,ia
34,ic
35,pl
36,sd
37,dm
38,ii
39,gp
40,si
41,ast
42,md
43,ta
44,ae
45,tsi
46,gi
