ID,REL
17,7
5,4
21,13
19,13
19,17
23,17
20,5
11,5
10,5
33,21
33,19
26,19
22,11
22,17
23,20
23,11
31,25
24,33
28,26
27,26
30,48
51,31
32,24
33,22
37,50
44,32
39,28
43,49
41,39
42,52
