id,nombre
1,ma1
2,cal1
3,algo1
4,intro1
5,sis1
7,cal2
9,fis1
10,st1
11,algo3
12,matd
13,e1
17,ed
19,e2
20,bd1
21,mn
22,lg
23,dg
24,io1
25,ana
26,arq
27,so
28,tr
30,gui
31,ds
32,ia
33,mo
36,ii
37,sd
39,as
40,gp
41,tt
42,gi
43,dw
44,se
45,q1
46,cal3
47,bid
48,cv
49,in
50,dsw
51,fwp
52,ic
53,pl
54,dm
55,ta
56,ae
