id,nombre
1,B1
3,B2
6,B3
7,B4
10,I1
11,A1
12,I3
13,m7
14,M5
15,I4
17,I7
18,A1
19,A4
20,A5
22,A7
23,A8
24,A9
38,io
39,ih
44,pl
