id,nombre
1,B1
2,M1
3,B2
5,M2
6,B3
7,B4
8,M2p
9,M4
10,I1
11,A1
12,I3
13,m7
14,M5
15,I4
16,I6
17,I7
18,A1
19,A4
20,A5
22,A7
23,A8
24,A9
25,A2
30,fis
31,q1	
32,cal3
33,ts
34,asi
35,bid
36,cv	
37,ds	
38,io	
39,ih	
40,in	
41,dsw	
42,fwp	
43,ic
44,pl
