ID,REL
14,9
6,1
3,1
7,1
7,5
13,8
17,6
17,16
20,10
22,6
22,17
10,3
10,6
19,15
19,13
12,3
12,8
18,10
18,11
23,19
15,10
15,11
15,12
24,10
25,12
